project,genome,file_accession,type,output_type,replicates,pipe
ENCSR000EBZ,GRCh38,ENCFF160YWG,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EBZ,GRCh38,ENCFF988WK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EBZ,GRCh38,ENCFF443HNU,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BTZ,GRCh38,ENCFF914HSC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BTZ,GRCh38,ENCFF622DNW,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BTZ,GRCh38,ENCFF006GMS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BOZ,GRCh38,ENCFF650LAZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BOZ,GRCh38,ENCFF345DDQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BOZ,GRCh38,ENCFF193GWE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BOZ,GRCh38,ENCFF540FXB,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BNQ,GRCh38,ENCFF452NTN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BNQ,GRCh38,ENCFF053UY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BNQ,GRCh38,ENCFF017WT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BNQ,GRCh38,ENCFF247MHT,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BVC,GRCh38,ENCFF146AYQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BVC,GRCh38,ENCFF544HZH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BVC,GRCh38,ENCFF887YTJ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BHJ,GRCh38,ENCFF192WNJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BHJ,GRCh38,ENCFF493UQB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BHJ,GRCh38,ENCFF189BMH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BHJ,GRCh38,ENCFF946SAG,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BIW,GRCh38,ENCFF308NZT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BIW,GRCh38,ENCFF067LQT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BIW,GRCh38,ENCFF416HUV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BIW,GRCh38,ENCFF225GFQ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BKH,GRCh38,ENCFF070ZTX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BKH,GRCh38,ENCFF969GNN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BKH,GRCh38,ENCFF601NCM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BKH,GRCh38,ENCFF496YJC,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EWV,GRCh38,ENCFF336XFC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EWV,GRCh38,ENCFF301PJG,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EWV,GRCh38,ENCFF841ZTL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BNJ,GRCh38,ENCFF123FQW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BNJ,GRCh38,ENCFF924SDH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BNJ,GRCh38,ENCFF865SCQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BNJ,GRCh38,ENCFF086CTA,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000ECJ,GRCh38,ENCFF945JJR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000ECJ,GRCh38,ENCFF285SZC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000ECJ,GRCh38,ENCFF795WCW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000ECN,GRCh38,ENCFF666XCS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000ECN,GRCh38,ENCFF838UOE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000ECN,GRCh38,ENCFF415HKZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EFW,GRCh38,ENCFF568ZPW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EFW,GRCh38,ENCFF817TOF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EFW,GRCh38,ENCFF668QDV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EFW,GRCh38,ENCFF345RRM,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EDF,GRCh38,ENCFF291VFT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EDF,GRCh38,ENCFF434OKH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EDF,GRCh38,ENCFF235QCB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BMI,GRCh38,ENCFF114CWH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BMI,GRCh38,ENCFF733IPX,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BMI,GRCh38,ENCFF064TVV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BMI,GRCh38,ENCFF829SEJ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EGE,GRCh38,ENCFF702XP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EGE,GRCh38,ENCFF695SHP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EGE,GRCh38,ENCFF449XHW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EGE,GRCh38,ENCFF755HCK,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DZQ,GRCh38,ENCFF996MFL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DZQ,GRCh38,ENCFF217NY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DZQ,GRCh38,ENCFF118PFZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DZQ,GRCh38,ENCFF249SVT,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EVS,GRCh38,ENCFF760KQS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EVS,GRCh38,ENCFF289NQV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EVS,GRCh38,ENCFF140JMP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR645ZWR,GRCh38,ENCFF430YXJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR645ZWR,GRCh38,ENCFF362TLY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR645ZWR,GRCh38,ENCFF283CXZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BHB,GRCh38,ENCFF707DWY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BHB,GRCh38,ENCFF513AVI,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BHB,GRCh38,ENCFF592KWM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BHB,GRCh38,ENCFF510FUM,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BQL,GRCh38,ENCFF172KBM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BQL,GRCh38,ENCFF568ZWN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BQL,GRCh38,ENCFF127KJT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BQL,GRCh38,ENCFF138ZBJ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BJW,GRCh38,ENCFF745EBL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BJW,GRCh38,ENCFF807CZB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BJW,GRCh38,ENCFF747MSF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BJW,GRCh38,ENCFF430SIE,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR727IJD,GRCh38,ENCFF391XM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR727IJD,GRCh38,ENCFF333UCJ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR727IJD,GRCh38,ENCFF459AZJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR284SMX,GRCh38,ENCFF365TGJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR284SMX,GRCh38,ENCFF312EUT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR284SMX,GRCh38,ENCFF560PKR,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BHC,GRCh38,ENCFF917XFN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BHC,GRCh38,ENCFF034LQG,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BHC,GRCh38,ENCFF728EII,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BHC,GRCh38,ENCFF773OQL,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR115QIT,GRCh38,ENCFF416MZE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR115QIT,GRCh38,ENCFF083PRF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR115QIT,GRCh38,ENCFF956OVB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR512JVC,GRCh38,ENCFF991QJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR512JVC,GRCh38,ENCFF018YSY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR512JVC,GRCh38,ENCFF320YUT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BKO,GRCh38,ENCFF171NEU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BKO,GRCh38,ENCFF172WTW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BKO,GRCh38,ENCFF964MU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR943MQH,GRCh38,ENCFF231XIJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR943MQH,GRCh38,ENCFF845PMY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR943MQH,GRCh38,ENCFF812NLR,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR032DGZ,GRCh38,ENCFF716OVN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR032DGZ,GRCh38,ENCFF873BIW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR032DGZ,GRCh38,ENCFF295XHP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR237OGW,GRCh38,ENCFF857BXY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR237OGW,GRCh38,ENCFF958EUT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR237OGW,GRCh38,ENCFF938RXL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR523RGJ,GRCh38,ENCFF155NX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR523RGJ,GRCh38,ENCFF534EJA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR523RGJ,GRCh38,ENCFF969LAY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR392TWV,GRCh38,ENCFF592DOR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR392TWV,GRCh38,ENCFF693DX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR392TWV,GRCh38,ENCFF060VCF,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EUL,GRCh38,ENCFF782KRV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EUL,GRCh38,ENCFF385PXM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EUL,GRCh38,ENCFF199APF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EUL,GRCh38,ENCFF434HVY,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BKE,GRCh38,ENCFF440JOS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BKE,GRCh38,ENCFF694YQT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BKE,GRCh38,ENCFF178SCT,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BKE,GRCh38,ENCFF137OEY,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BKD,GRCh38,ENCFF376FVJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BKD,GRCh38,ENCFF639RC,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BKD,GRCh38,ENCFF651UWG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BKD,GRCh38,ENCFF509GYP,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR519QAA,GRCh38,ENCFF035OPG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR519QAA,GRCh38,ENCFF794QRP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR519QAA,GRCh38,ENCFF263GAL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR519QAA,GRCh38,ENCFF828KXG,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BSR,GRCh38,ENCFF240ZHW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BSR,GRCh38,ENCFF623VYN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BSR,GRCh38,ENCFF093TVZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BJZ,GRCh38,ENCFF185BRL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BJZ,GRCh38,ENCFF873ZS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BJZ,GRCh38,ENCFF096NUK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BJZ,GRCh38,ENCFF587BJK,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BKC,GRCh38,ENCFF440FTA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BKC,GRCh38,ENCFF040VAM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BKC,GRCh38,ENCFF677RET,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BKC,GRCh38,ENCFF487GLV,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000AVD,GRCh38,ENCFF722UJW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR263YXJ,GRCh38,ENCFF975YZR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR263YXJ,GRCh38,ENCFF249YGN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR263YXJ,GRCh38,ENCFF714DPY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000FAG,GRCh38,ENCFF675PHY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000FAG,GRCh38,ENCFF684TEE,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000FAG,GRCh38,ENCFF674MJC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR407MQT,GRCh38,ENCFF869BHB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR407MQT,GRCh38,ENCFF155NLC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR407MQT,GRCh38,ENCFF957IFY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BST,GRCh38,ENCFF565QWY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BST,GRCh38,ENCFF117BRW,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BST,GRCh38,ENCFF840JMH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR980ZWE,GRCh38,ENCFF201BG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR980ZWE,GRCh38,ENCFF743VPX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR980ZWE,GRCh38,ENCFF781MMQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EEJ,GRCh38,ENCFF619GRL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EEJ,GRCh38,ENCFF547TRP,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EEJ,GRCh38,ENCFF724OSQ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DZJ,GRCh38,ENCFF633YUQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DZJ,GRCh38,ENCFF280PRA,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DZJ,GRCh38,ENCFF008ZIT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DZJ,GRCh38,ENCFF622HGF,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR214RUE,GRCh38,ENCFF660FXN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR214RUE,GRCh38,ENCFF163XNY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR214RUE,GRCh38,ENCFF523OLY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DOD,GRCh38,ENCFF496PIQ,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000DOD,GRCh38,ENCFF240PHE,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR000DOD,GRCh38,ENCFF004RIL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DOD,GRCh38,ENCFF139EST,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DOD,GRCh38,ENCFF287JPQ,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000DOD,GRCh38,ENCFF165YDG,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000BGP,GRCh38,ENCFF934JFA,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000BGP,GRCh38,ENCFF995HTA,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000BGP,GRCh38,ENCFF434PTC,bed narrowPeak,IDR thresholded peaks,"1, 2, 3",ENCODE4
ENCSR000BGP,GRCh38,ENCFF318OWE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BGP,GRCh38,ENCFF479YT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BGP,GRCh38,ENCFF420HBQ,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR000BNT,GRCh38,ENCFF958OUE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BNT,GRCh38,ENCFF483XTU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BNT,GRCh38,ENCFF842ABC,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BNT,GRCh38,ENCFF177YDT,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DYU,GRCh38,ENCFF397YR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DYU,GRCh38,ENCFF064CGF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DYU,GRCh38,ENCFF203KKQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BQV,GRCh38,ENCFF257FUV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BQV,GRCh38,ENCFF773ZDH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BQV,GRCh38,ENCFF044KQI,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR352BJL,GRCh38,ENCFF990SFN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR352BJL,GRCh38,ENCFF398LLP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR352BJL,GRCh38,ENCFF609PBK,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR352BJL,GRCh38,ENCFF577LQR,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DLN,GRCh38,ENCFF784BWK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DLN,GRCh38,ENCFF067LPB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DLN,GRCh38,ENCFF482ZCN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BQZ,GRCh38,ENCFF006GSY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BQZ,GRCh38,ENCFF136DCN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BQZ,GRCh38,ENCFF108NHV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BQZ,GRCh38,ENCFF383YEA,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EVX,GRCh38,ENCFF045CFL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EVX,GRCh38,ENCFF500QWL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EVX,GRCh38,ENCFF724STH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EVX,GRCh38,ENCFF498VQZ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DYQ,GRCh38,ENCFF660PIB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DYQ,GRCh38,ENCFF693QBI,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DYQ,GRCh38,ENCFF424JZR,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DYQ,GRCh38,ENCFF722LJP,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EHY,GRCh38,ENCFF765QVM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EHY,GRCh38,ENCFF275GNY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EHY,GRCh38,ENCFF510VRX,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EHY,GRCh38,ENCFF502JJJ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000ECF,GRCh38,ENCFF142NQQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000ECF,GRCh38,ENCFF891MFJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000ECF,GRCh38,ENCFF953PQS,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000ECF,GRCh38,ENCFF062WBN,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BQX,GRCh38,ENCFF611FIV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BQX,GRCh38,ENCFF554EPR,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BQX,GRCh38,ENCFF015J,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BMN,GRCh38,ENCFF096JDA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BMN,GRCh38,ENCFF159OBI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BMN,GRCh38,ENCFF335PTX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BMN,GRCh38,ENCFF208NUB,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DLO,GRCh38,ENCFF548ARU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DLO,GRCh38,ENCFF452RUL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DLO,GRCh38,ENCFF112ISQ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DTW,GRCh38,ENCFF314ZAL,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DTW,GRCh38,ENCFF071FSR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DTW,GRCh38,ENCFF026FLA,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DTW,GRCh38,ENCFF466NTX,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DOE,GRCh38,ENCFF987FJR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DOE,GRCh38,ENCFF459FAC,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DOE,GRCh38,ENCFF211TNC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DOE,GRCh38,ENCFF970ULG,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DYD,GRCh38,ENCFF646TUX,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DYD,GRCh38,ENCFF005MCX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DYD,GRCh38,ENCFF951KFM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DYD,GRCh38,ENCFF094LYU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EVD,GRCh38,ENCFF108NXV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EVD,GRCh38,ENCFF045SMQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EVD,GRCh38,ENCFF017SUZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EVD,GRCh38,ENCFF827SZZ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DNS,GRCh38,ENCFF865QSV,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
